Date,Type,category_name,Amount,Currency,Note,Labels,date_format,amount
2024-06-03T11:22:41+00:00,Expense,Restaurant,-8.1748375,USD,Bodhi terrace - burger,lunch,2024-06,8.1748375
2024-06-03T12:06:06+00:00,Expense,Pharmacy ,-0.8540875,USD,,,2024-06,0.8540875
2024-06-03T13:21:55+00:00,Expense,Restaurant,-5.124525,USD,,dinner,2024-06,5.124525
2024-06-03T13:22:15+00:00,Expense,Acommodation,-6.77169375,USD,,,2024-06,6.77169375
2024-06-04T02:25:54+00:00,Expense,Personal Care,-0.6100625,USD,Towel,,2024-06,0.6100625
2024-06-04T02:26:07+00:00,Expense,Personal Care,-1.220125,USD,Laundry ,,2024-06,1.220125
2024-06-04T05:55:24+00:00,Expense,Groceries,-12.933325,USD,,,2024-06,12.933325
2024-06-04T07:58:35+00:00,Expense,Coffee,-1.5861625,USD,,,2024-06,1.5861625
2024-06-04T07:58:44+00:00,Expense,Acommodation,-6.77169375,USD,,,2024-06,6.77169375
2024-06-04T10:31:20+00:00,Expense,Restaurant,-6.4666625,USD,,lunch,2024-06,6.4666625
2024-06-04T10:38:05+00:00,Expense,Groceries,-0.732075,USD,,,2024-06,0.732075
2024-06-04T14:22:01+00:00,Expense,Restaurant,-3.9044,USD,,dinner,2024-06,3.9044
2024-06-05T04:36:37+00:00,Expense,Transport,-47.584875,USD,Nubra valley shared taxi,taxi,2024-06,47.584875
2024-06-05T08:44:07+00:00,Expense,Restaurant,-5.124525,USD,,lunch,2024-06,5.124525
2024-06-05T08:44:18+00:00,Expense,Other,-7.9308125,USD,Permit ladakh ,,2024-06,7.9308125
2024-06-05T15:05:55+00:00,Expense,Restaurant,-3.172325,USD,,dinner,2024-06,3.172325
2024-06-05T15:06:01+00:00,Expense,Acommodation,-6.100625,USD,,,2024-06,6.100625
2024-06-06T05:58:37+00:00,Expense,Acommodation,-3.660375,USD,,,2024-06,3.660375
2024-06-06T08:30:53+00:00,Expense,Coffee,-0.6100625,USD,,,2024-06,0.6100625
2024-06-06T09:17:34+00:00,Expense,Restaurant,-4.8805,USD,Balti food - moskot,lunch,2024-06,4.8805
2024-06-06T12:21:57+00:00,Expense,Coffee,-1.220125,USD,,,2024-06,1.220125
2024-06-06T15:04:39+00:00,Expense,Restaurant,-5.7345875,USD,,dinner,2024-06,5.7345875
2024-06-07T05:58:21+00:00,Expense,Restaurant,-1.46415,USD,,breakfast,2024-06,1.46415
2024-06-07T09:28:43+00:00,Expense,Acommodation,-6.8327,USD,,,2024-06,6.8327
2024-06-07T14:43:56+00:00,Expense,Restaurant,-3.41635,USD,,dinner,2024-06,3.41635
2024-06-08T09:21:59+00:00,Expense,Restaurant,-2.3182375,USD, vg burger ,lunch,2024-06,2.3182375
2024-06-08T09:28:34+00:00,Expense,Acommodation,-6.8327,USD,,,2024-06,6.8327
2024-06-08T09:29:04+00:00,Expense,Groceries,-4.8805,USD,Muesli ,,2024-06,4.8805
2024-06-08T12:38:16+00:00,Expense,Coffee,-3.660375,USD,Coffee and donut,,2024-06,3.660375
2024-06-08T14:16:06+00:00,Expense,Restaurant,-6.34465,USD,Tibetan kitchen ,dinner,2024-06,6.34465
2024-06-08T14:43:41+00:00,Expense,Personal Care,-0.6100625,USD,Towel,,2024-06,0.6100625
2024-06-09T14:01:16+00:00,Expense,Restaurant,-8.9069125,USD,Haha Japanese - matcha cafe y snacks,,2024-06,8.9069125
2024-06-10T02:40:07+00:00,Expense,Coffee,-1.220125,USD,,,2024-06,1.220125
2024-06-10T09:20:05+00:00,Expense,Restaurant,-2.8062875,USD,,dinner,2024-06,2.8062875
2024-06-10T10:34:44+00:00,Expense,Restaurant,-6.8327,USD,,lunch,2024-06,6.8327
2024-06-10T16:58:56+00:00,Expense,Acommodation,-6.8327,USD,,,2024-06,6.8327
2024-06-10T16:59:05+00:00,Expense,Restaurant,-0.8540875,USD,Dahi 2,breakfast,2024-06,0.8540875
2024-06-10T18:46:28+00:00,Expense,Acommodation,-10.21244625,USD,,,2024-06,10.21244625
2024-06-11T02:39:37+00:00,Expense,Transport,-42.704375,USD,,bus,2024-06,42.704375
2024-06-11T02:39:45+00:00,Expense,Coffee,-0.48805,USD,,,2024-06,0.48805
2024-06-11T09:19:53+00:00,Expense,Restaurant,-3.2943375,USD,,lunch,2024-06,3.2943375
2024-06-11T15:33:46+00:00,Expense,Restaurant,-2.0742125,USD,,dinner,2024-06,2.0742125
2024-06-12T07:00:02+00:00,Expense,Restaurant,-4.2704375,USD,,dinner,2024-06,4.2704375
2024-06-12T11:27:44+00:00,Expense,Restaurant,-6.7106875,USD,,lunch,2024-06,6.7106875
2024-06-12T11:43:10+00:00,Expense,Coffee,-1.220125,USD,,,2024-06,1.220125
2024-06-12T13:12:21+00:00,Expense,Acommodation,-10.21244625,USD,,,2024-06,10.21244625
2024-06-12T13:13:06+00:00,Expense,Utilities,-3.660375,USD,,,2024-06,3.660375
2024-06-12T13:13:16+00:00,Expense,Coffee,-1.8301875,USD,,,2024-06,1.8301875
2024-06-13T06:58:59+00:00,Expense,Restaurant,-4.2704375,USD,,lunch,2024-06,4.2704375
2024-06-13T06:59:09+00:00,Expense,Transport,-3.660375,USD,,taxi,2024-06,3.660375
2024-06-13T06:59:27+00:00,Expense,Groceries,-4.2704375,USD,,,2024-06,4.2704375
2024-06-13T10:57:14+00:00,Expense,Transport,-11.57898625,USD,manali to dharamshala,bus,2024-06,11.57898625
2024-06-13T14:28:41+00:00,Expense,Acommodation,-8.1748375,USD,Alt life Dharamkot ,,2024-06,8.1748375
2024-06-13T15:50:51+00:00,Expense,Restaurant,-3.1967275,USD,,dinner,2024-06,3.1967275
2024-06-14T05:11:57+00:00,Expense,Sport,-6.100625,USD,,yoga,2024-06,6.100625
2024-06-14T08:17:30+00:00,Expense,Acommodation,-4.8805,USD,,,2024-06,4.8805
2024-06-14T08:17:51+00:00,Expense,Restaurant,-4.0264125,USD,,breakfast,2024-06,4.0264125
2024-06-14T10:24:50+00:00,Expense,Restaurant,-8.29685,USD,,lunch,2024-06,8.29685
2024-06-14T13:07:40+00:00,Expense,Shopping,-18.301875,USD,3 argollas buenas,,2024-06,18.301875
2024-06-14T13:10:51+00:00,Expense,Restaurant,-7.32075,USD,,lunch,2024-06,7.32075
2024-06-14T13:23:21+00:00,Expense,Groceries,-4.636475,USD,Muesli ,,2024-06,4.636475
2024-06-14T14:52:12+00:00,Expense,Restaurant,-3.2943375,USD,,dinner,2024-06,3.2943375
2024-06-15T05:11:43+00:00,Expense,Sport,-6.100625,USD,,yoga,2024-06,6.100625
2024-06-15T06:28:26+00:00,Expense,Acommodation,-4.8805,USD,,,2024-06,4.8805
2024-06-15T06:29:48+00:00,Expense,Restaurant,-7.32075,USD,Pizza margarita sunset cafe,lunch,2024-06,7.32075
2024-06-15T08:11:06+00:00,Expense,Restaurant,-3.660375,USD,,breakfast,2024-06,3.660375
2024-06-15T15:49:29+00:00,Expense,Coffee,-0.732075,USD,,,2024-06,0.732075
2024-06-15T15:57:16+00:00,Expense,Activities,-3.660375,USD,Jungle clsiing Latin ,,2024-06,3.660375
2024-06-15T20:16:31+00:00,Expense,Acommodation,-11.12754,USD,,,2024-06,11.12754
2024-06-15T20:22:29+00:00,Expense,Transport,-19.11935875,USD,Dharamsala to Chandigarh ,bus,2024-06,19.11935875
2024-06-16T06:28:38+00:00,Expense,Sport,-6.100625,USD,,yoga,2024-06,6.100625
2024-06-16T10:50:21+00:00,Expense,Restaurant,-2.684275,USD,,dinner,2024-06,2.684275
2024-06-16T10:50:34+00:00,Expense,Restaurant,-3.7823875,USD,,lunch,2024-06,3.7823875
2024-06-16T13:23:22+00:00,Expense,Restaurant,-2.0742125,USD,,dinner,2024-06,2.0742125
2024-06-16T13:23:37+00:00,Expense,Coffee,-5.2465375,USD,,,2024-06,5.2465375
2024-06-16T20:23:11+00:00,Expense,Transport,-10.2734525,USD,Chandigarh Delhi ,bus,2024-06,10.2734525
2024-06-17T03:02:14+00:00,Expense,Shopping,-841.88625,USD,dji drone mini pro 3 used,photography ,2024-06,841.88625
2024-06-17T07:25:00+00:00,Expense,Transport,-1.5861625,USD,,taxi,2024-06,1.5861625
2024-06-17T07:25:10+00:00,Expense,Transport,-1.17132,USD,,taxi,2024-06,1.17132
2024-06-17T07:25:37+00:00,Expense,Restaurant,-1.8301875,USD,,"breakfast,lunch",2024-06,1.8301875
2024-06-17T09:37:05+00:00,Expense,Restaurant,-3.953205,USD,Burger king,lunch,2024-06,3.953205
2024-06-17T14:30:49+00:00,Expense,Transport,-1.9522,USD,,taxi,2024-06,1.9522
2024-06-17T16:41:52+00:00,Expense,Acommodation,-8.0,USD,hosteller new delhi,,2024-06,8.0
2024-06-17T17:25:39+00:00,Expense,Groceries,-13.45797875,USD,,,2024-06,13.45797875
2024-06-18T02:14:15+00:00,Expense,Shopping,-810.159415,USD,Drone dji mini pro 3 - usado India,photography ,2024-06,810.159415
2024-06-18T04:31:21+00:00,Expense,Coffee,-2.44025,USD,,,2024-06,2.44025
2024-06-18T04:31:35+00:00,Expense,Coffee,-3.660375,USD,Airport coffee ,,2024-06,3.660375
2024-06-18T04:32:08+00:00,Expense,Transport,-4.6608775,USD,To Delhi Airport ,taxi,2024-06,4.6608775
2024-06-18T06:30:23+00:00,Expense,Flights,-71.889765,USD,Delhi Chennai ,,2024-06,71.889765
2024-06-18T10:13:50+00:00,Expense,Shopping,-9.01672375,USD,Sd card micro 64gb sandisk,,2024-06,9.01672375
2024-06-18T13:49:33+00:00,Expense,Restaurant,-4.79509125,USD,Best dosa - ghee roast ,lunch,2024-06,4.79509125
2024-06-18T13:50:52+00:00,Expense,Transport,-2.0742125,USD,To store one fallido ,taxi,2024-06,2.0742125
2024-06-18T13:51:13+00:00,Expense,Transport,-2.0742125,USD,Segundo para comprar sd,taxi,2024-06,2.0742125
2024-06-18T17:26:22+00:00,Expense,Transport,-12.8113125,USD,chennai to mandapam,bus,2024-06,12.8113125
2024-06-19T09:00:04+00:00,Expense,Transport,-9.761,USD,Rental,,2024-06,9.761
2024-06-19T09:00:11+00:00,Expense,Groceries,-0.48805,USD,,,2024-06,0.48805
2024-06-19T09:00:18+00:00,Expense,Restaurant,-1.0981125,USD,,lunch,2024-06,1.0981125
2024-06-19T14:09:06+00:00,Expense,Coffee,-0.18301875,USD,,,2024-06,0.18301875
2024-06-19T14:09:17+00:00,Expense,Restaurant,-2.8062875,USD,,dinner,2024-06,2.8062875
2024-06-19T14:14:42+00:00,Expense,Acommodation,-14.202255,USD,,,2024-06,14.202255
2024-06-20T05:45:06+00:00,Expense,Activities,-15.861625,USD,Seaweed women ,,2024-06,15.861625
2024-06-20T07:17:06+00:00,Expense,Acommodation,-14.21445625,USD,,,2024-06,14.21445625
2024-06-20T08:29:46+00:00,Expense,Restaurant,-7.076725,USD,,lunch,2024-06,7.076725
2024-06-20T14:03:42+00:00,Expense,Restaurant,-4.148425,USD,,dinner,2024-06,4.148425
2024-06-20T14:04:02+00:00,Expense,Transport,-9.761,USD,Rwnt,,2024-06,9.761
2024-06-21T07:17:38+00:00,Expense,Acommodation,-20.31508125,USD,With ac,,2024-06,20.31508125
2024-06-21T07:17:53+00:00,Expense,Transport,-7.32075,USD,Bikw rent ,,2024-06,7.32075
2024-06-21T07:18:10+00:00,Expense,Restaurant,-3.660375,USD,Rice and water,,2024-06,3.660375
2024-06-21T07:18:23+00:00,Expense,Groceries,-0.48805,USD,,,2024-06,0.48805
2024-06-21T07:18:45+00:00,Expense,Groceries,-0.6100625,USD,,,2024-06,0.6100625
2024-06-22T06:29:58+00:00,Expense,Acommodation,-10.40156563,USD,,,2024-06,10.40156563
2024-06-22T06:30:15+00:00,Expense,Restaurant,-3.660375,USD,,dinner,2024-06,3.660375
2024-06-22T08:23:37+00:00,Expense,Transport,-2.44025,USD,Bus stand rameswaram,taxi,2024-06,2.44025
2024-06-22T08:37:38+00:00,Expense,Transport,-2.3182375,USD,Ramwswaran to madurai,bus,2024-06,2.3182375
2024-06-22T12:29:30+00:00,Expense,Transport,-0.64666625,USD,,,2024-06,0.64666625
2024-06-23T06:29:40+00:00,Expense,Acommodation,-10.40156563,USD,,,2024-06,10.40156563
2024-06-23T06:30:33+00:00,Expense,Restaurant,-1.220125,USD,,breakfast,2024-06,1.220125
2024-06-23T10:47:05+00:00,Expense,Restaurant,-1.03710625,USD,,lunch,2024-06,1.03710625
2024-06-23T11:08:33+00:00,Expense,Transport,-1.8301875,USD,,taxi,2024-06,1.8301875
2024-06-23T11:13:16+00:00,Expense,Coffee,-0.8540875,USD,,,2024-06,0.8540875
2024-06-23T13:39:55+00:00,Expense,Transport,-1.0493075,USD,,,2024-06,1.0493075
2024-06-23T13:40:01+00:00,Expense,Restaurant,-0.9761,USD,,,2024-06,0.9761
2024-06-23T13:40:19+00:00,Expense,Activities,-0.6100625,USD,,,2024-06,0.6100625
2024-06-23T13:40:26+00:00,Expense,Activities,-1.220125,USD,,,2024-06,1.220125
2024-06-24T07:18:16+00:00,Expense,Coffee,-0.3660375,USD,,,2024-06,0.3660375
2024-06-24T07:18:27+00:00,Expense,Transport,-1.9522,USD,,taxi,2024-06,1.9522
2024-06-24T07:18:39+00:00,Expense,Restaurant,-1.8301875,USD,,lunch,2024-06,1.8301875
2024-06-24T07:21:17+00:00,Expense,Acommodation,-12.28055813,USD,Zostel kodaikanal,,2024-06,12.28055813
2024-06-24T07:56:17+00:00,Expense,Transport,-2.44025,USD,Madurai to kodaikanal 100 extra for extra seat backpack ,bus,2024-06,2.44025
2024-06-25T06:56:12+00:00,Expense,Restaurant,-6.64968125,USD,,dinner,2024-06,6.64968125
2024-06-25T11:23:37+00:00,Expense,Groceries,-5.36855,USD,,,2024-06,5.36855
2024-06-25T11:23:45+00:00,Expense,Restaurant,-3.660375,USD,,lunch,2024-06,3.660375
2024-06-25T11:23:52+00:00,Expense,Coffee,-0.9761,USD,,,2024-06,0.9761
2024-06-25T12:01:46+00:00,Expense,Other,-4.8805,USD,Post toiletrie bag zostel Pahalgam ,,2024-06,4.8805
2024-06-25T12:01:58+00:00,Expense,Transport,-1.220125,USD,,taxi,2024-06,1.220125
2024-06-26T06:55:03+00:00,Expense,Restaurant,-0.634465,USD,,breakfast,2024-06,0.634465
2024-06-26T07:07:41+00:00,Expense,Acommodation,-14.6415,USD,,,2024-06,14.6415
2024-06-26T09:58:29+00:00,Expense,Restaurant,-3.50175875,USD,,dinner,2024-06,3.50175875
2024-06-26T09:58:47+00:00,Expense,Restaurant,-3.45295375,USD,,lunch,2024-06,3.45295375
2024-06-27T06:37:07+00:00,Expense,Acommodation,-16.349675,USD,,,2024-06,16.349675
2024-06-27T09:57:46+00:00,Expense,Restaurant,-0.634465,USD,,breakfast,2024-06,0.634465
2024-06-27T11:53:17+00:00,Expense,Groceries,-14.94653125,USD,,,2024-06,14.94653125
2024-06-27T12:59:01+00:00,Expense,Transport,-2.44025,USD,,taxi,2024-06,2.44025
2024-06-27T12:59:10+00:00,Expense,Restaurant,-3.41635,USD,,lunch,2024-06,3.41635
2024-06-28T09:56:22+00:00,Expense,Acommodation,-16.349675,USD,,,2024-06,16.349675
2024-06-28T09:57:33+00:00,Expense,Restaurant,-0.634465,USD,,breakfast,2024-06,0.634465
2024-06-28T13:12:25+00:00,Expense,Restaurant,-1.76918125,USD,,lunch,2024-06,1.76918125
2024-06-28T14:01:16+00:00,Expense,Restaurant,-0.6100625,USD,Dosa,dinner,2024-06,0.6100625
2024-06-29T02:14:27+00:00,Expense,Education,-2.76195808,USD,Fotografía aérea con drones domestika,,2024-06,2.76195808
2024-06-29T03:30:31+00:00,Expense,Restaurant,-1.708175,USD,,lunch,2024-06,1.708175
2024-06-29T03:30:45+00:00,Expense,Acommodation,-14.6415,USD,,,2024-06,14.6415
2024-06-30T09:33:06+00:00,Expense,Transport,-4.8805,USD,Dolphin nose ,taxi,2024-06,4.8805
2024-06-30T09:33:32+00:00,Expense,Restaurant,-5.2465375,USD,Altaf cafe,lunch,2024-06,5.2465375
2024-07-01T08:07:53+00:00,Expense,Transport,-1.2445275,USD,,bus,2024-07,1.2445275
2024-07-01T08:08:10+00:00,Expense,Coffee,-0.8540875,USD,,,2024-07,0.8540875
2024-07-01T08:12:04+00:00,Expense,Acommodation,-6.7106875,USD,,,2024-07,6.7106875
2024-07-01T09:03:17+00:00,Expense,Coffee,-0.3660375,USD,,,2024-07,0.3660375
2024-07-01T09:03:25+00:00,Expense,Restaurant,-0.244025,USD,,lunch,2024-07,0.244025
2024-07-01T12:35:25+00:00,Expense,Transport,-1.8301875,USD,,taxi,2024-07,1.8301875
2024-07-01T12:35:33+00:00,Expense,Transport,-2.8062875,USD,,taxi,2024-07,2.8062875
2024-07-01T12:35:48+00:00,Expense,Restaurant,-1.8301875,USD,Biryani,dinner,2024-07,1.8301875
2024-07-01T14:18:23+00:00,Expense,Subscriptions,-3.660375,USD,Darkroom rumour,,2024-07,3.660375
2024-07-02T10:25:03+00:00,Expense,Transport,-6.100625,USD,Rwnr day 1,,2024-07,6.100625
2024-07-02T10:25:21+00:00,Expense,Restaurant,-1.46415,USD,,dinner,2024-07,1.46415
2024-07-02T10:25:46+00:00,Expense,Restaurant,-5.8566,USD,Fish ,lunch,2024-07,5.8566
2024-07-02T10:26:04+00:00,Expense,Acommodation,-6.100625,USD,Backpackers night2,,2024-07,6.100625
2024-07-02T10:26:31+00:00,Expense,Coffee,-0.48805,USD,,,2024-07,0.48805
2024-07-03T03:52:10+00:00,Expense,Restaurant,-2.44025,USD,,dinner,2024-07,2.44025
2024-07-03T03:52:17+00:00,Expense,Restaurant,-1.46415,USD,,lunch,2024-07,1.46415
2024-07-03T03:52:40+00:00,Expense,Transport,-6.100625,USD,Rent day 3,,2024-07,6.100625
2024-07-03T08:10:35+00:00,Expense,Acommodation,-6.7106875,USD,,,2024-07,6.7106875
2024-07-03T10:24:34+00:00,Expense,Groceries,-5.91760625,USD,,,2024-07,5.91760625
2024-07-03T10:24:51+00:00,Expense,Transport,-6.100625,USD,Day rent 2,,2024-07,6.100625
2024-07-04T08:10:53+00:00,Expense,Acommodation,-6.7106875,USD,,,2024-07,6.7106875
2024-07-04T08:11:06+00:00,Expense,Restaurant,-0.9761,USD,Parotha,breakfast,2024-07,0.9761
2024-07-04T08:11:28+00:00,Expense,Transport,-6.100625,USD,Rent day 3,,2024-07,6.100625
2024-07-04T08:43:34+00:00,Expense,Transport,-3.660375,USD,Gas,,2024-07,3.660375
2024-07-04T09:52:38+00:00,Expense,Coffee,-1.708175,USD,French fries and juice ,,2024-07,1.708175
2024-07-04T10:30:55+00:00,Expense,Restaurant,-2.44025,USD,,dinner,2024-07,2.44025
2024-07-05T04:51:06+00:00,Expense,Transport,-6.100625,USD,,rental,2024-07,6.100625
2024-07-05T04:51:39+00:00,Expense,Acommodation,-6.7106875,USD,,,2024-07,6.7106875
2024-07-05T07:55:49+00:00,Expense,Restaurant,-3.0503125,USD,,lunch,2024-07,3.0503125
2024-07-05T07:56:44+00:00,Expense,Transport,-6.100625,USD,,rental,2024-07,6.100625
2024-07-05T10:31:11+00:00,Expense,Restaurant,-2.44025,USD,,lunch,2024-07,2.44025
2024-07-05T15:55:36+00:00,Expense,Activities,-14.6415,USD,Seaweed mary contribution 200 for auto rickshaw ,,2024-07,14.6415
2024-07-06T04:51:23+00:00,Expense,Transport,-8.540875,USD,,rental,2024-07,8.540875
2024-07-06T07:57:25+00:00,Expense,Restaurant,-3.0503125,USD, ,lunch,2024-07,3.0503125
2024-07-06T07:57:40+00:00,Expense,Acommodation,-6.7106875,USD,,,2024-07,6.7106875
2024-07-06T07:58:12+00:00,Expense,Activities,-21.96225,USD,Seaweed bagvati dive,,2024-07,21.96225
2024-07-06T09:43:54+00:00,Expense,Transport,-4.636475,USD,,gas,2024-07,4.636475
2024-07-06T10:35:58+00:00,Expense,Coffee,-1.64716875,USD,,,2024-07,1.64716875
2024-07-07T11:32:55+00:00,Expense,Restaurant,-3.41635,USD,,lunch,2024-07,3.41635
2024-07-08T13:52:51+00:00,Expense,Acommodation,-6.7106875,USD,,,2024-07,6.7106875
2024-07-08T13:52:59+00:00,Expense,Restaurant,-3.0503125,USD,,lunch,2024-07,3.0503125
2024-07-08T13:53:31+00:00,Expense,Coffee,-0.244025,USD,,,2024-07,0.244025
2024-07-09T06:04:07+00:00,Expense,Restaurant,-1.220125,USD,,breakfast,2024-07,1.220125
2024-07-09T06:04:21+00:00,Expense,Transport,-1.5861625,USD,Rameswaram to Madurai ,bus,2024-07,1.5861625
2024-07-09T10:25:34+00:00,Expense,Restaurant,-5.18553125,USD,,lunch,2024-07,5.18553125
2024-07-09T10:30:29+00:00,Expense,Transport,-37.823875,USD,Madurai Hyderabad,bus,2024-07,37.823875
2024-07-09T16:12:55+00:00,Expense,Restaurant,-2.01320625,USD,,dinner,2024-07,2.01320625
2024-07-10T05:13:33+00:00,Expense,Acommodation,-9.6389875,USD,,,2024-07,9.6389875
2024-07-10T06:25:24+00:00,Expense,Restaurant,-4.0752175,USD,,breakfast,2024-07,4.0752175
2024-07-10T08:02:48+00:00,Expense,Transport,-3.9044,USD,,taxi,2024-07,3.9044
2024-07-10T08:03:01+00:00,Expense,Transport,-1.8301875,USD,,taxi,2024-07,1.8301875
2024-07-10T15:35:38+00:00,Expense,Alcohol,-34.1635,USD,Brewery con almaas invitada,,2024-07,34.1635
2024-07-10T15:54:00+00:00,Expense,Transport,-1.28113125,USD,,taxi,2024-07,1.28113125
2024-07-11T01:32:54+00:00,Expense,Transport,-11.1031375,USD,To Hyderabad airport ,taxi,2024-07,11.1031375
2024-07-11T01:51:34+00:00,Expense,Coffee,-6.8327,USD,,,2024-07,6.8327
2024-07-11T06:44:58+00:00,Expense,Restaurant,-4.8805,USD,,breakfast,2024-07,4.8805
2024-07-11T07:56:21+00:00,Expense,Flights,-50.0007225,USD,Hyderabad delhi,,2024-07,50.0007225
2024-07-11T08:18:22+00:00,Expense,Transport,-7.13773125,USD,Delhi airport to hosteller ,taxi,2024-07,7.13773125
2024-07-11T08:18:44+00:00,Expense,Other,-10.0,USD,Onward ticket ,,2024-07,10.0
2024-07-11T12:09:47+00:00,Expense,Flights,-288.67,USD,Delhi to de pasar bali - june 9 pay,,2024-07,288.67
2024-07-11T13:22:48+00:00,Expense,Flights,-108.89615625,USD,5 kg extra batik air 1785 per kg,,2024-07,108.89615625
2024-07-11T14:33:19+00:00,Expense,Restaurant,-6.28364375,USD,,dinner,2024-07,6.28364375
2024-07-11T15:03:00+00:00,Expense,Personal Care,-5.2465375,USD,,,2024-07,5.2465375
2024-07-11T15:58:18+00:00,Expense,Tax,-34.49793,USD,Visa Indonesia,,2024-07,34.49793
2024-07-12T04:44:30+00:00,Expense,Utilities,-33.235,USD,35 gb month plan telkom,,2024-07,33.235
2024-07-12T04:44:39+00:00,Expense,Coffee,-2.824975,USD,,,2024-07,2.824975
2024-07-12T11:43:52+00:00,Expense,Restaurant,-6.647,USD,,dinner,2024-07,6.647
2024-07-12T13:50:27+00:00,Expense,Acommodation,-6.647,USD,,,2024-07,6.647
2024-07-13T05:54:32+00:00,Expense,Restaurant,-3.78879,USD,,breakfast,2024-07,3.78879
2024-07-13T06:57:51+00:00,Expense,Pharmacy ,-24.46096,USD,Bloqueaador y antibiótico ,,2024-07,24.46096
2024-07-13T10:45:10+00:00,Expense,Restaurant,-5.45054,USD,,dinner,2024-07,5.45054
2024-07-13T13:42:11+00:00,Expense,Groceries,-2.824975,USD,,,2024-07,2.824975
2024-07-13T13:50:40+00:00,Expense,Acommodation,-6.647,USD,,,2024-07,6.647
2024-07-14T07:03:53+00:00,Expense,Restaurant,-6.647,USD,,breakfast,2024-07,6.647
2024-07-14T08:22:01+00:00,Expense,Restaurant,-4.6529,USD,,lunch,2024-07,4.6529
2024-07-14T13:31:11+00:00,Expense,Restaurant,-5.84936,USD,,dinner,2024-07,5.84936
2024-07-14T13:41:01+00:00,Expense,Groceries,-2.6588,USD,,,2024-07,2.6588
2024-07-14T13:50:50+00:00,Expense,Acommodation,-6.647,USD,,,2024-07,6.647
2024-07-15T00:47:21+00:00,Expense,Personal Care,-1.3294,USD,Laundry ,,2024-07,1.3294
2024-07-15T02:35:10+00:00,Expense,Activities,-4.6529,USD,,,2024-07,4.6529
2024-07-15T12:20:08+00:00,Expense,Restaurant,-1.3294,USD,,dinner,2024-07,1.3294
2024-07-15T13:51:02+00:00,Expense,Acommodation,-6.647,USD,,,2024-07,6.647
2024-07-15T13:51:42+00:00,Expense,Restaurant,-5.3176,USD,,lunch,2024-07,5.3176
2024-07-15T13:52:00+00:00,Expense,Activities,-3.3235,USD,Rental iphone water,,2024-07,3.3235
2024-07-16T03:24:51+00:00,Expense,Groceries,-4.6529,USD,,,2024-07,4.6529
2024-07-16T07:11:33+00:00,Expense,Activities,-76.4405,USD,Refresher dive,,2024-07,76.4405
2024-07-16T08:09:46+00:00,Expense,Restaurant,-7.9764,USD,Burger,,2024-07,7.9764
2024-07-16T13:51:12+00:00,Expense,Acommodation,-6.647,USD,,,2024-07,6.647
2024-07-17T03:23:35+00:00,Expense,Acommodation,-4.486725,USD,Amrd - pacas reggae ,,2024-07,4.486725
2024-07-17T05:25:20+00:00,Expense,Restaurant,-6.97935,USD,,breakfast,2024-07,6.97935
2024-07-17T05:43:04+00:00,Expense,Personal Care,-5.762949,USD,Sunscreen ,,2024-07,5.762949
2024-07-17T11:10:39+00:00,Expense,Restaurant,-3.3235,USD,,dinner,2024-07,3.3235
2024-07-18T02:59:27+00:00,Expense,Groceries,-3.65585,USD,,,2024-07,3.65585
2024-07-18T02:59:46+00:00,Expense,Transport,-13.294,USD,Amed to Ubud ,bus,2024-07,13.294
2024-07-18T07:16:14+00:00,Expense,Groceries,-7.344935,USD,Granola and kaju,,2024-07,7.344935
2024-07-18T07:36:25+00:00,Expense,Acommodation,-10.23638,USD,In between 1 night,,2024-07,10.23638
2024-07-18T08:38:28+00:00,Expense,Restaurant,-2.99115,USD,Sweet and sour pork ,lunch,2024-07,2.99115
2024-07-18T11:58:36+00:00,Expense,Coffee,-5.3176,USD,,,2024-07,5.3176
2024-07-18T12:23:51+00:00,Expense,Transport,-1.030285,USD,,taxi,2024-07,1.030285
2024-07-18T14:34:40+00:00,Expense,Restaurant,-6.91288,USD,Falafel and beer,dinner,2024-07,6.91288
2024-07-18T15:36:24+00:00,Expense,Groceries,-10.123381,USD,,,2024-07,10.123381
2024-07-19T03:13:44+00:00,Expense,Activities,-46.529,USD,5 clasess pass yoga barn,yoga,2024-07,46.529
2024-07-19T08:33:42+00:00,Expense,Activities,-13.294,USD,Massage deep tissue,,2024-07,13.294
2024-07-19T08:45:24+00:00,Expense,Restaurant,-5.350835,USD,,lunch,2024-07,5.350835
2024-07-19T08:45:35+00:00,Expense,Acommodation,-10.23638,USD,,,2024-07,10.23638
2024-07-19T08:57:39+00:00,Expense,Shopping,-19.941,USD,Power cable and iphone to usb c,,2024-07,19.941
2024-07-19T09:13:31+00:00,Expense,Shopping,-9.63815,USD,Turmeric face mask and acne oil,,2024-07,9.63815
2024-07-19T09:35:52+00:00,Expense,Coffee,-3.65585,USD,Frozen yogurt ,,2024-07,3.65585
2024-07-19T13:28:03+00:00,Expense,Coffee,-1.79469,USD,,,2024-07,1.79469
2024-07-20T04:00:13+00:00,Expense,Transport,-1.030285,USD,,taxi,2024-07,1.030285
2024-07-20T04:00:30+00:00,Expense,Acommodation,-10.23638,USD,,,2024-07,10.23638
2024-07-20T10:01:30+00:00,Expense,Restaurant,-9.3058,USD,,lunch,2024-07,9.3058
2024-07-20T14:24:32+00:00,Expense,Restaurant,-4.98525,USD,,dinner,2024-07,4.98525
